external_id,name,email,phone,plan,monthly_revenue,contract_length_months,signup_date,contract_end_date,last_activity_date,logins_last_30d,feature_usage_score,support_tickets_open,support_tickets_total,nps_score,billing_issues_count,country,industry,company_size,is_churned,churned_at
2254-DLXRI,Telco-2254-DLXRI,,,starter,79.15,,2023-12-16,,2024-01-15,15,37.5,0,0,,0,US,Telecommunications,,false,
5062-CJJKH,Telco-5062-CJJKH,,,growth,53.65,12,2021-12-26,2024-12-10,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
9028-LIHRP,Telco-9028-LIHRP,,,enterprise,100.2,24,2018-03-17,2024-02-14,2024-01-15,15,75.0,0,2,,0,US,Telecommunications,,false,
2219-MVUSO,Telco-2219-MVUSO,,,starter,45.15,,2023-05-20,,2023-12-16,2,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
1053-MXTTK,Telco-1053-MXTTK,,,enterprise,108.65,24,2018-02-15,2026-01-04,2024-01-15,15,87.5,0,3,,0,US,Telecommunications,,false,
1530-ZTDOZ,Telco-1530-ZTDOZ,,,starter,40.65,,2020-01-06,,2024-01-15,8,25.0,0,4,,0,US,Telecommunications,,false,
1301-LOPVR,Telco-1301-LOPVR,,,growth,55.35,12,2021-08-28,2024-08-12,2024-01-15,8,62.5,0,1,,0,US,Telecommunications,,false,
0853-TWRVK,Telco-0853-TWRVK,,,enterprise,105.6,24,2018-02-15,2026-01-04,2024-01-15,15,87.5,0,3,,0,US,Telecommunications,,false,
8914-RBTSB,Telco-8914-RBTSB,,,starter,93.8,,2021-06-29,,2023-12-16,4,62.5,0,2,,2,US,Telecommunications,,true,2024-01-15
6212-ATMLK,Telco-6212-ATMLK,,,starter,95.7,,2019-12-07,,2024-01-15,15,50.0,0,4,,1,US,Telecommunications,,false,
8200-LGKSR,Telco-8200-LGKSR,,,enterprise,83.2,24,2018-03-17,2024-02-14,2024-01-15,8,87.5,0,2,,1,US,Telecommunications,,false,
1568-BEKZM,Telco-1568-BEKZM,,,enterprise,90.05,24,2018-04-16,2024-03-15,2024-01-15,8,100.0,0,2,,0,US,Telecommunications,,false,
0670-ANMUU,Telco-0670-ANMUU,,,growth,97.65,12,2018-03-17,2024-02-14,2024-01-15,15,62.5,0,2,,0,US,Telecommunications,,false,
6897-RWMUB,Telco-6897-RWMUB,,,enterprise,68.05,24,2019-01-11,2024-12-10,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
0963-ZBDRN,Telco-0963-ZBDRN,,,starter,96.2,,2021-05-30,,2023-12-16,4,50.0,0,1,,2,US,Telecommunications,,true,2024-01-15
7594-RQHXR,Telco-7594-RQHXR,,,starter,79.6,,2023-12-16,,2023-12-16,4,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
6999-CHVCF,Telco-6999-CHVCF,,,enterprise,102.1,24,2018-06-15,2024-05-14,2024-01-15,15,75.0,0,5,,0,US,Telecommunications,,false,
6134-KWTBV,Telco-6134-KWTBV,,,enterprise,23.4,24,2018-12-12,2024-11-10,2024-01-15,3,25.0,0,5,,0,US,Telecommunications,,false,
1077-HUUJM,Telco-1077-HUUJM,,,starter,71.05,,2023-06-19,,2024-01-15,15,12.5,0,0,,1,US,Telecommunications,,false,
6331-EWIEB,Telco-6331-EWIEB,,,starter,85.25,,2022-05-25,,2023-12-16,4,37.5,0,1,,2,US,Telecommunications,,true,2024-01-15
0895-LNKRC,Telco-0895-LNKRC,,,growth,19.45,12,2023-07-19,2024-07-13,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
2045-BMBTJ,Telco-2045-BMBTJ,,,starter,59.45,,2021-04-30,,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
8417-GSODA,Telco-8417-GSODA,,,growth,92.2,12,2021-09-27,2024-09-11,2024-01-15,15,50.0,0,2,,0,US,Telecommunications,,false,
5171-EPLKN,Telco-5171-EPLKN,,,enterprise,19.85,24,2021-10-27,2025-10-06,2024-01-15,3,12.5,0,2,,0,US,Telecommunications,,false,
4452-QIIEB,Telco-4452-QIIEB,,,starter,43.9,,2023-06-19,,2024-01-15,8,12.5,0,0,,0,US,Telecommunications,,false,
5998-VVEJY,Telco-5998-VVEJY,,,starter,80.5,,2021-11-26,,2023-12-16,4,37.5,0,1,,2,US,Telecommunications,,true,2024-01-15
1624-NALOJ,Telco-1624-NALOJ,,,starter,89.8,,2023-08-18,,2023-12-16,4,50.0,0,0,,2,US,Telecommunications,,true,2024-01-15
6741-EGCBI,Telco-6741-EGCBI,,,starter,90.5,,2021-07-29,,2024-01-15,15,50.0,0,2,,0,US,Telecommunications,,false,
7820-ZYGNY,Telco-7820-ZYGNY,,,growth,90.45,12,2018-11-12,2024-10-11,2024-01-15,15,50.0,0,5,,0,US,Telecommunications,,false,
4317-VTEOA,Telco-4317-VTEOA,,,starter,50.75,,2023-12-16,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
9677-AVKED,Telco-9677-AVKED,,,growth,84.6,12,2019-09-08,2024-08-12,2024-01-15,8,87.5,0,2,,1,US,Telecommunications,,false,
1670-SVOWZ,Telco-1670-SVOWZ,,,starter,89.65,,2022-11-21,,2023-12-16,4,50.0,0,0,,0,US,Telecommunications,,true,2024-01-15
2227-JRSJX,Telco-2227-JRSJX,,,starter,99.15,,2022-04-25,,2024-01-15,15,62.5,0,0,,0,US,Telecommunications,,false,
9847-HNVGP,Telco-9847-HNVGP,,,growth,19.95,12,2022-08-23,2024-08-12,2024-01-15,3,12.5,0,1,,0,US,Telecommunications,,false,
6696-YDAYZ,Telco-6696-YDAYZ,,,enterprise,20.5,24,2022-09-22,2024-09-11,2024-01-15,3,12.5,0,1,,0,US,Telecommunications,,false,
8980-WQFWL,Telco-8980-WQFWL,,,starter,62.1,,2021-03-01,,2024-01-15,8,37.5,0,2,,1,US,Telecommunications,,false,
1730-ZMAME,Telco-1730-ZMAME,,,starter,79.5,,2021-05-30,,2024-01-15,15,25.0,0,2,,1,US,Telecommunications,,false,
6506-EYCNH,Telco-6506-EYCNH,,,starter,19.55,,2021-09-27,,2024-01-15,3,12.5,0,2,,0,US,Telecommunications,,false,
4634-JLRJT,Telco-4634-JLRJT,,,starter,20.35,,2023-12-16,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
9501-UKKNL,Telco-9501-UKKNL,,,starter,51.7,,2019-03-12,,2024-01-15,8,37.5,0,2,,1,US,Telecommunications,,false,
2560-QTSBS,Telco-2560-QTSBS,,,growth,23.3,12,2018-02-15,2025-01-09,2024-01-15,3,25.0,0,6,,0,US,Telecommunications,,false,
7541-YLXCL,Telco-7541-YLXCL,,,growth,65.4,12,2021-01-30,2022-01-25,2023-12-16,2,50.0,0,1,,1,US,Telecommunications,,true,2024-01-15
4795-WRNVT,Telco-4795-WRNVT,,,starter,65.1,,2020-10-02,,2024-01-15,8,50.0,0,3,,0,US,Telecommunications,,false,
6080-TCMYC,Telco-6080-TCMYC,,,starter,81.2,,2020-10-02,,2024-01-15,15,37.5,0,3,,1,US,Telecommunications,,false,
0260-ZDLGK,Telco-0260-ZDLGK,,,starter,72.9,,2023-04-20,,2023-12-16,2,62.5,0,0,,1,US,Telecommunications,,true,2024-01-15
7860-UXCRM,Telco-7860-UXCRM,,,enterprise,74.5,24,2018-11-12,2024-10-11,2024-01-15,8,75.0,0,2,,0,US,Telecommunications,,false,
6357-JJPQT,Telco-6357-JJPQT,,,starter,80.5,,2023-10-17,,2024-01-15,15,25.0,0,0,,1,US,Telecommunications,,false,
2292-XQWSV,Telco-2292-XQWSV,,,growth,60.3,12,2020-10-02,2024-09-11,2024-01-15,8,62.5,0,1,,0,US,Telecommunications,,false,
9552-TGUZV,Telco-9552-TGUZV,,,starter,75.0,,2023-05-20,,2024-01-15,15,25.0,0,0,,0,US,Telecommunications,,false,
5913-INRQV,Telco-5913-INRQV,,,growth,90.15,12,2021-03-31,2024-03-15,2024-01-15,15,50.0,0,1,,0,US,Telecommunications,,false,
8722-NGNBH,Telco-8722-NGNBH,,,starter,40.0,,2023-08-18,,2023-12-16,2,37.5,0,0,,1,US,Telecommunications,,true,2024-01-15
6210-KBBPI,Telco-6210-KBBPI,,,starter,99.45,,2023-04-20,,2023-12-16,4,62.5,0,0,,0,US,Telecommunications,,true,2024-01-15
9643-YBLUR,Telco-9643-YBLUR,,,starter,69.05,,2023-04-20,,2024-01-15,8,62.5,0,0,,0,US,Telecommunications,,false,
8734-FNWVH,Telco-8734-FNWVH,,,starter,59.7,,2021-06-29,,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
9447-YPTBX,Telco-9447-YPTBX,,,growth,19.85,12,2019-12-07,2024-11-10,2024-01-15,3,12.5,0,4,,0,US,Telecommunications,,false,
0133-BMFZO,Telco-0133-BMFZO,,,starter,86.25,,2023-11-16,,2023-12-16,4,50.0,0,0,,2,US,Telecommunications,,true,2024-01-15
6128-CZOMY,Telco-6128-CZOMY,,,starter,45.65,,2023-12-16,,2023-12-16,2,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
9540-JYROE,Telco-9540-JYROE,,,starter,70.1,,2023-05-20,,2023-12-16,4,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
9026-LHEVG,Telco-9026-LHEVG,,,starter,40.75,,2023-04-20,,2024-01-15,8,25.0,0,0,,1,US,Telecommunications,,false,
2260-USTRB,Telco-2260-USTRB,,,starter,70.2,,2023-11-16,,2023-12-16,4,12.5,0,0,,0,US,Telecommunications,,true,2024-01-15
3656-TKRVZ,Telco-3656-TKRVZ,,,starter,55.35,,2023-10-17,,2023-12-16,2,37.5,0,0,,2,US,Telecommunications,,true,2024-01-15
7011-CVEUC,Telco-7011-CVEUC,,,starter,95.7,,2021-12-26,,2024-01-15,15,50.0,0,1,,0,US,Telecommunications,,false,
6185-TASNN,Telco-6185-TASNN,,,starter,46.3,,2023-12-16,,2024-01-15,8,12.5,0,0,,1,US,Telecommunications,,false,
7925-PNRGI,Telco-7925-PNRGI,,,starter,81.3,,2020-05-05,,2024-01-15,8,87.5,0,1,,0,US,Telecommunications,,false,
8623-TMRBY,Telco-8623-TMRBY,,,starter,84.2,,2019-11-07,,2023-12-16,4,50.0,0,4,,2,US,Telecommunications,,true,2024-01-15
1552-CZCLL,Telco-1552-CZCLL,,,starter,20.0,,2019-07-10,,2024-01-15,3,12.5,0,4,,0,US,Telecommunications,,false,
3038-PQIUY,Telco-3038-PQIUY,,,starter,66.15,,2020-12-01,,2024-01-15,8,62.5,0,3,,0,US,Telecommunications,,false,
1501-SGHBW,Telco-1501-SGHBW,,,starter,45.85,,2023-11-16,,2023-12-16,2,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
9313-CDOGY,Telco-9313-CDOGY,,,starter,19.6,,2020-12-01,,2024-01-15,3,12.5,0,3,,1,US,Telecommunications,,false,
8148-BPLZQ,Telco-8148-BPLZQ,,,starter,49.8,,2021-03-31,,2024-01-15,8,25.0,0,2,,1,US,Telecommunications,,false,
2623-DRYAM,Telco-2623-DRYAM,,,growth,101.75,12,2018-04-16,2024-03-15,2024-01-15,15,62.5,0,5,,1,US,Telecommunications,,false,
9987-LUTYD,Telco-9987-LUTYD,,,growth,55.15,12,2022-12-21,2024-12-10,2024-01-15,8,37.5,0,0,,0,US,Telecommunications,,false,
3208-YPIOE,Telco-3208-YPIOE,,,starter,75.25,,2020-11-01,,2023-12-16,4,25.0,0,3,,2,US,Telecommunications,,true,2024-01-15
4488-KQFDT,Telco-4488-KQFDT,,,growth,103.95,12,2019-01-11,2024-12-10,2024-01-15,15,75.0,0,5,,1,US,Telecommunications,,false,
2612-RANWT,Telco-2612-RANWT,,,starter,100.15,,2023-01-20,,2023-12-16,4,62.5,0,1,,0,US,Telecommunications,,true,2024-01-15
5693-PIPCS,Telco-5693-PIPCS,,,enterprise,99.65,24,2020-09-02,2024-08-12,2024-01-15,15,62.5,0,1,,0,US,Telecommunications,,false,
0491-KAPQG,Telco-0491-KAPQG,,,starter,73.7,,2022-04-25,,2024-01-15,15,25.0,0,1,,1,US,Telecommunications,,false,
1925-LFCZZ,Telco-1925-LFCZZ,,,growth,50.05,12,2019-07-10,2024-06-13,2024-01-15,8,37.5,0,4,,0,US,Telecommunications,,false,
8039-EQPIM,Telco-8039-EQPIM,,,enterprise,60.25,24,2018-05-16,2024-04-14,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
6900-PXRMS,Telco-6900-PXRMS,,,starter,105.75,,2021-11-26,,2023-12-16,4,75.0,0,2,,2,US,Telecommunications,,true,2024-01-15
8707-RMEZH,Telco-8707-RMEZH,,,growth,87.3,12,2018-05-16,2024-04-14,2024-01-15,15,50.0,0,5,,0,US,Telecommunications,,false,
3346-BRMIS,Telco-3346-BRMIS,,,starter,48.35,,2022-07-24,,2023-12-16,2,37.5,0,1,,2,US,Telecommunications,,true,2024-01-15
3209-ZPKFI,Telco-3209-ZPKFI,,,starter,54.25,,2020-03-06,,2024-01-15,8,37.5,0,3,,1,US,Telecommunications,,false,
6479-VDGRK,Telco-6479-VDGRK,,,enterprise,85.3,24,2018-02-15,2026-01-04,2024-01-15,8,87.5,0,3,,0,US,Telecommunications,,false,
9373-WSLOY,Telco-9373-WSLOY,,,starter,50.0,,2021-04-30,,2024-01-15,8,50.0,0,1,,1,US,Telecommunications,,false,
2933-FILNV,Telco-2933-FILNV,,,starter,24.4,,2023-11-16,,2023-12-16,2,0.0,0,0,,1,US,Telecommunications,,true,2024-01-15
3569-JFODW,Telco-3569-JFODW,,,enterprise,90.95,24,2018-02-15,2026-01-04,2024-01-15,8,100.0,0,3,,0,US,Telecommunications,,false,
9819-FBNSV,Telco-9819-FBNSV,,,starter,72.25,,2020-12-31,,2024-01-15,15,12.5,0,3,,0,US,Telecommunications,,false,
9544-PYPSJ,Telco-9544-PYPSJ,,,starter,96.1,,2018-12-12,,2024-01-15,15,62.5,0,5,,0,US,Telecommunications,,false,
1591-XWLGB,Telco-1591-XWLGB,,,enterprise,19.85,24,2018-03-17,2024-02-14,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
0396-UKGAI,Telco-0396-UKGAI,,,starter,55.3,,2022-02-24,,2024-01-15,8,37.5,0,0,,0,US,Telecommunications,,false,
3243-ZHOHY,Telco-3243-ZHOHY,,,growth,20.1,12,2022-09-22,2024-09-11,2024-01-15,3,12.5,0,1,,0,US,Telecommunications,,false,
5186-EJEGL,Telco-5186-EJEGL,,,starter,69.5,,2023-04-20,,2024-01-15,8,62.5,0,0,,0,US,Telecommunications,,false,
7527-QNRUS,Telco-7527-QNRUS,,,enterprise,25.15,24,2022-08-23,2024-08-12,2024-01-15,3,25.0,0,1,,0,US,Telecommunications,,false,
9986-BONCE,Telco-9986-BONCE,,,starter,20.95,,2023-09-17,,2023-12-16,1,12.5,0,0,,0,US,Telecommunications,,true,2024-01-15
2722-JMONI,Telco-2722-JMONI,,,starter,49.55,,2023-12-16,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
2203-GHNWN,Telco-2203-GHNWN,,,starter,79.65,,2022-01-25,,2024-01-15,15,37.5,0,2,,0,US,Telecommunications,,false,
3878-AVSOQ,Telco-3878-AVSOQ,,,starter,71.25,,2023-12-16,,2024-01-15,15,12.5,0,0,,1,US,Telecommunications,,false,
3258-SYSWS,Telco-3258-SYSWS,,,enterprise,113.8,24,2018-02-15,2026-01-04,2024-01-15,15,100.0,0,3,,0,US,Telecommunications,,false,
5296-PSYVW,Telco-5296-PSYVW,,,enterprise,24.55,24,2018-02-15,2026-01-04,2024-01-15,3,25.0,0,6,,1,US,Telecommunications,,false,
6319-QSUSR,Telco-6319-QSUSR,,,starter,19.7,,2023-02-19,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
4083-EUGRJ,Telco-4083-EUGRJ,,,starter,20.25,,2023-04-20,,2023-12-16,1,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
7579-OOPEC,Telco-7579-OOPEC,,,starter,50.15,,2023-11-16,,2023-12-16,2,25.0,0,0,,0,US,Telecommunications,,true,2024-01-15
0512-FLFDW,Telco-0512-FLFDW,,,growth,100.5,12,2019-02-10,2025-01-09,2024-01-15,15,62.5,0,5,,0,US,Telecommunications,,false,
1771-OADNZ,Telco-1771-OADNZ,,,starter,95.9,,2021-08-28,,2023-12-16,4,62.5,0,2,,2,US,Telecommunications,,true,2024-01-15
0487-CRLZF,Telco-0487-CRLZF,,,enterprise,74.45,24,2020-01-06,2025-12-05,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
2107-FBPTK,Telco-2107-FBPTK,,,starter,104.1,,2021-07-29,,2024-01-15,15,75.0,0,2,,1,US,Telecommunications,,false,
9451-WLYRI,Telco-9451-WLYRI,,,growth,19.05,12,2019-09-08,2024-08-12,2024-01-15,3,12.5,0,4,,0,US,Telecommunications,,false,
8219-VYBVI,Telco-8219-VYBVI,,,enterprise,25.0,24,2020-11-01,2024-10-11,2024-01-15,3,25.0,0,3,,0,US,Telecommunications,,false,
1991-VOPLL,Telco-1991-VOPLL,,,starter,19.05,,2023-04-20,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
9738-QLWTP,Telco-9738-QLWTP,,,growth,81.9,12,2020-11-01,2024-10-11,2024-01-15,15,37.5,0,1,,1,US,Telecommunications,,false,
1016-DJTSV,Telco-1016-DJTSV,,,starter,69.7,,2023-05-20,,2024-01-15,15,12.5,0,0,,1,US,Telecommunications,,false,
9419-IPPBE,Telco-9419-IPPBE,,,growth,90.15,12,2019-11-07,2024-10-11,2024-01-15,15,50.0,0,4,,1,US,Telecommunications,,false,
0174-QRVVY,Telco-0174-QRVVY,,,enterprise,25.35,24,2018-03-17,2024-02-14,2024-01-15,3,25.0,0,5,,0,US,Telecommunications,,false,
5699-BNCAS,Telco-5699-BNCAS,,,enterprise,24.65,24,2018-03-17,2024-02-14,2024-01-15,3,25.0,0,5,,0,US,Telecommunications,,false,
2900-PHPLN,Telco-2900-PHPLN,,,enterprise,19.55,24,2018-04-16,2024-03-15,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
0612-RTZZA,Telco-0612-RTZZA,,,starter,25.25,,2023-12-16,,2023-12-16,2,0.0,0,0,,2,US,Telecommunications,,true,2024-01-15
8106-GWQOK,Telco-8106-GWQOK,,,enterprise,60.0,24,2020-12-01,2024-11-10,2024-01-15,8,62.5,0,1,,0,US,Telecommunications,,false,
8751-EDEKA,Telco-8751-EDEKA,,,starter,89.9,,2021-09-27,,2024-01-15,15,50.0,0,2,,0,US,Telecommunications,,false,
6878-GGDWG,Telco-6878-GGDWG,,,starter,19.4,,2021-05-30,,2024-01-15,3,12.5,0,2,,0,US,Telecommunications,,false,
4039-PIMHX,Telco-4039-PIMHX,,,enterprise,49.8,24,2020-01-06,2025-12-05,2024-01-15,8,25.0,0,4,,0,US,Telecommunications,,false,
8450-LUGUK,Telco-8450-LUGUK,,,enterprise,24.1,24,2020-12-31,2024-12-10,2024-01-15,3,25.0,0,3,,0,US,Telecommunications,,false,
3604-WLABM,Telco-3604-WLABM,,,starter,54.25,,2023-03-21,,2024-01-15,8,37.5,0,0,,1,US,Telecommunications,,false,
0795-GMVQO,Telco-0795-GMVQO,,,growth,109.9,12,2018-07-15,2024-06-13,2024-01-15,15,87.5,0,5,,0,US,Telecommunications,,false,
2259-OUUSZ,Telco-2259-OUUSZ,,,growth,35.5,12,2023-06-19,2024-06-13,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
1142-IHLOO,Telco-1142-IHLOO,,,growth,87.55,12,2019-11-07,2024-10-11,2024-01-15,15,37.5,0,4,,0,US,Telecommunications,,false,
6410-LEFEN,Telco-6410-LEFEN,,,starter,45.15,,2023-04-20,,2023-12-16,2,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
4633-MKHYU,Telco-4633-MKHYU,,,starter,88.4,,2023-04-20,,2024-01-15,15,37.5,0,0,,0,US,Telecommunications,,false,
6257-RJOHI,Telco-6257-RJOHI,,,starter,50.8,,2023-09-17,,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
1545-JFUML,Telco-1545-JFUML,,,enterprise,99.0,24,2018-03-17,2024-02-14,2024-01-15,15,75.0,0,5,,1,US,Telecommunications,,false,
3194-ORPIK,Telco-3194-ORPIK,,,starter,84.4,,2019-12-07,,2023-12-16,4,37.5,0,4,,0,US,Telecommunications,,true,2024-01-15
7826-VVKWT,Telco-7826-VVKWT,,,enterprise,96.55,24,2022-01-25,2026-01-04,2024-01-15,15,50.0,0,2,,1,US,Telecommunications,,false,
1353-GHZOS,Telco-1353-GHZOS,,,growth,59.75,12,2022-03-26,2024-03-15,2024-01-15,8,37.5,0,1,,0,US,Telecommunications,,false,
2587-EKXTS,Telco-2587-EKXTS,,,starter,111.5,,2020-06-04,,2024-01-15,15,87.5,0,3,,1,US,Telecommunications,,false,
5442-BXVND,Telco-5442-BXVND,,,starter,24.25,,2021-04-30,,2024-01-15,3,25.0,0,2,,0,US,Telecommunications,,false,
8816-VXNZD,Telco-8816-VXNZD,,,starter,75.1,,2023-12-16,,2023-12-16,4,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
9378-FXTIZ,Telco-9378-FXTIZ,,,growth,70.15,12,2019-08-09,2020-08-03,2023-12-16,2,50.0,0,4,,0,US,Telecommunications,,true,2024-01-15
1723-HKXJQ,Telco-1723-HKXJQ,,,starter,101.75,,2020-08-03,,2023-12-16,4,62.5,0,3,,2,US,Telecommunications,,true,2024-01-15
7825-GKXMW,Telco-7825-GKXMW,,,starter,45.8,,2023-12-16,,2023-12-16,2,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
9753-OYLBX,Telco-9753-OYLBX,,,starter,20.5,,2023-12-16,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
2364-UFROM,Telco-2364-UFROM,,,growth,70.4,12,2021-07-29,2024-07-13,2024-01-15,8,62.5,0,1,,1,US,Telecommunications,,false,
6656-JWRQX,Telco-6656-JWRQX,,,starter,30.55,,2023-12-16,,2024-01-15,8,12.5,0,0,,0,US,Telecommunications,,false,
6473-ULUHT,Telco-6473-ULUHT,,,starter,84.9,,2022-09-22,,2024-01-15,8,87.5,0,0,,1,US,Telecommunications,,false,
1240-KNSEZ,Telco-1240-KNSEZ,,,starter,20.1,,2023-12-16,,2023-12-16,1,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
0836-SEYLU,Telco-0836-SEYLU,,,starter,40.65,,2023-04-20,,2023-12-16,2,25.0,0,0,,1,US,Telecommunications,,true,2024-01-15
4433-JCGCG,Telco-4433-JCGCG,,,starter,101.0,,2020-04-05,,2023-12-16,4,62.5,0,3,,2,US,Telecommunications,,true,2024-01-15
3716-BDVDB,Telco-3716-BDVDB,,,starter,69.1,,2023-12-16,,2023-12-16,4,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
7688-AWMDX,Telco-7688-AWMDX,,,enterprise,54.5,24,2018-03-17,2024-02-14,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
2842-BCQGE,Telco-2842-BCQGE,,,starter,75.35,,2020-07-04,,2024-01-15,15,25.0,0,3,,0,US,Telecommunications,,false,
7244-QWYHG,Telco-7244-QWYHG,,,growth,44.45,12,2019-12-07,2024-11-10,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
5899-MQZZL,Telco-5899-MQZZL,,,starter,75.0,,2022-12-21,,2023-12-16,4,25.0,0,1,,1,US,Telecommunications,,true,2024-01-15
6849-OYAMU,Telco-6849-OYAMU,,,growth,100.0,12,2022-06-24,2023-06-19,2023-12-16,4,62.5,0,0,,0,US,Telecommunications,,true,2024-01-15
5312-UXESG,Telco-5312-UXESG,,,starter,98.05,,2020-09-02,,2024-01-15,15,62.5,0,3,,0,US,Telecommunications,,false,
9488-HGMJH,Telco-9488-HGMJH,,,starter,71.15,,2023-12-16,,2023-12-16,4,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
6038-GCYEC,Telco-6038-GCYEC,,,starter,54.15,,2022-01-25,,2023-12-16,2,50.0,0,2,,0,US,Telecommunications,,true,2024-01-15
2150-WLKUW,Telco-2150-WLKUW,,,growth,63.9,12,2020-10-02,2024-09-11,2024-01-15,8,50.0,0,3,,0,US,Telecommunications,,false,
7159-FVYPK,Telco-7159-FVYPK,,,starter,69.15,,2023-10-17,,2024-01-15,8,62.5,0,0,,0,US,Telecommunications,,false,
7032-LMBHI,Telco-7032-LMBHI,,,growth,64.65,12,2020-12-31,2024-12-10,2024-01-15,8,50.0,0,3,,0,US,Telecommunications,,false,
1150-WFARN,Telco-1150-WFARN,,,enterprise,108.75,24,2018-07-15,2020-07-04,2023-12-16,4,87.5,0,2,,0,US,Telecommunications,,true,2024-01-15
6088-BXMRG,Telco-6088-BXMRG,,,starter,98.85,,2021-05-30,,2024-01-15,15,62.5,0,2,,1,US,Telecommunications,,false,
3144-AUDBS,Telco-3144-AUDBS,,,starter,49.15,,2023-07-19,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
4821-SJHJV,Telco-4821-SJHJV,,,starter,89.6,,2021-05-30,,2024-01-15,15,50.0,0,2,,1,US,Telecommunications,,false,
7346-MEDWM,Telco-7346-MEDWM,,,starter,83.25,,2019-03-12,,2024-01-15,15,50.0,0,4,,1,US,Telecommunications,,false,
1137-DGOWI,Telco-1137-DGOWI,,,growth,70.25,12,2021-07-29,2024-07-13,2024-01-15,8,62.5,0,1,,0,US,Telecommunications,,false,
5616-PRTNT,Telco-5616-PRTNT,,,starter,19.4,,2022-05-25,,2023-12-16,1,12.5,0,1,,2,US,Telecommunications,,true,2024-01-15
3812-LRZIR,Telco-3812-LRZIR,,,enterprise,24.5,24,2021-10-27,2025-10-06,2024-01-15,3,25.0,0,2,,1,US,Telecommunications,,false,
4818-QIUFN,Telco-4818-QIUFN,,,starter,79.15,,2022-05-25,,2023-12-16,4,37.5,0,1,,2,US,Telecommunications,,true,2024-01-15
9483-GCPWE,Telco-9483-GCPWE,,,growth,20.1,12,2023-04-20,2024-04-14,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
4227-OJHAL,Telco-4227-OJHAL,,,growth,73.0,12,2018-06-15,2024-05-14,2024-01-15,8,75.0,0,5,,0,US,Telecommunications,,false,
9220-CXRSC,Telco-9220-CXRSC,,,enterprise,61.4,24,2018-05-16,2024-04-14,2024-01-15,8,50.0,0,2,,0,US,Telecommunications,,false,
4993-JCRGJ,Telco-4993-JCRGJ,,,starter,84.3,,2021-11-26,,2024-01-15,15,50.0,0,1,,0,US,Telecommunications,,false,
9537-JALFH,Telco-9537-JALFH,,,enterprise,19.9,24,2018-05-16,2024-04-14,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
6698-OXETB,Telco-6698-OXETB,,,enterprise,20.4,24,2023-02-19,2025-02-08,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
2103-ZRXFN,Telco-2103-ZRXFN,,,starter,50.75,,2023-12-16,,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
3724-BSCVH,Telco-3724-BSCVH,,,growth,20.45,12,2023-03-21,2024-03-15,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
4877-TSOFF,Telco-4877-TSOFF,,,growth,75.75,12,2019-07-10,2024-06-13,2024-01-15,8,75.0,0,2,,0,US,Telecommunications,,false,
9209-NWPGU,Telco-9209-NWPGU,,,growth,65.4,12,2020-06-04,2024-05-14,2024-01-15,8,50.0,0,1,,1,US,Telecommunications,,false,
6961-VCPMC,Telco-6961-VCPMC,,,starter,80.4,,2020-04-05,,2023-12-16,4,25.0,0,3,,2,US,Telecommunications,,true,2024-01-15
